classe,arquivo,analise,representacao,silhouette
Bearing,preprocess_Reading116.dat,Temporal + espectral,Características completas,0.12904116589763454
Bearing,preprocess_Reading117.dat,Temporal + espectral,Características completas,-0.11531987448799633
Bearing,preprocess_Reading118.dat,Temporal + espectral,Características completas,0.18959649586125332
Bearing,preprocess_Reading119.dat,Temporal + espectral,Características completas,0.1336667429181589
Bearing,preprocess_Reading120.dat,Temporal + espectral,Características completas,-0.012890248090499056
Bearing,preprocess_Reading121.dat,Temporal + espectral,Características completas,-0.16934833586500264
Bearing,preprocess_Reading122.dat,Temporal + espectral,Características completas,0.11609823695949383
Bearing,preprocess_Reading123.dat,Temporal + espectral,Características completas,-0.0058491637297673075
Bearing,preprocess_Reading124.dat,Temporal + espectral,Características completas,-0.14401716832047767
Bearing,preprocess_Reading125.dat,Temporal + espectral,Características completas,-0.04411565796704531
Bearing,preprocess_Reading126.dat,Temporal + espectral,Características completas,0.15933121360725044
Bearing,preprocess_Reading127.dat,Temporal + espectral,Características completas,0.049114372380145134
Bearing,preprocess_Reading128.dat,Temporal + espectral,Características completas,-0.10020636690173006
Bearing,preprocess_Reading129.dat,Temporal + espectral,Características completas,0.10642510698179661
Bearing,preprocess_Reading130.dat,Temporal + espectral,Características completas,0.12517736851366726
Bearing,preprocess_Reading131.dat,Temporal + espectral,Características completas,0.008840834248057847
Bearing,preprocess_Reading132.dat,Temporal + espectral,Características completas,0.20619346380071837
Bearing,preprocess_Reading133.dat,Temporal + espectral,Características completas,0.12138142842164014
Bearing,preprocess_Reading134.dat,Temporal + espectral,Características completas,-0.18183968880900292
Bearing,preprocess_Reading135.dat,Temporal + espectral,Características completas,0.08123678627744042
Bearing,preprocess_Reading136.dat,Temporal + espectral,Características completas,-0.18913456529833525
Bearing,preprocess_Reading137.dat,Temporal + espectral,Características completas,-0.20655032805973322
Bearing,preprocess_Reading138.dat,Temporal + espectral,Características completas,-0.07180665599963607
Bearing,preprocess_Reading139.dat,Temporal + espectral,Características completas,-0.20635577701986788
Bearing,preprocess_Reading140.dat,Temporal + espectral,Características completas,0.048084144559269015
Bearing,preprocess_Reading141.dat,Temporal + espectral,Características completas,0.07919047286513396
Bearing,preprocess_Reading142.dat,Temporal + espectral,Características completas,-0.08307590563323902
Bearing,preprocess_Reading143.dat,Temporal + espectral,Características completas,-0.15149784414996587
Bearing,preprocess_Reading144.dat,Temporal + espectral,Características completas,-0.14311666849141005
Bearing,preprocess_Reading145.dat,Temporal + espectral,Características completas,0.052806011143173334
Bearing,preprocess_Reading146.dat,Temporal + espectral,Características completas,0.13668994516279037
Bearing,preprocess_Reading147.dat,Temporal + espectral,Características completas,-0.19413288904444073
Bearing,preprocess_Reading148.dat,Temporal + espectral,Características completas,-0.19071701302894437
Bearing,preprocess_Reading149.dat,Temporal + espectral,Características completas,0.12451218551841121
Bearing,preprocess_Reading150.dat,Temporal + espectral,Características completas,-0.16014727859256447
Bearing,preprocess_Reading151.dat,Temporal + espectral,Características completas,-0.07635306014429642
Bearing,preprocess_Reading152.dat,Temporal + espectral,Características completas,-0.06020399677733879
Bearing,preprocess_Reading153.dat,Temporal + espectral,Características completas,0.20223174141958164
Bearing,preprocess_Reading154.dat,Temporal + espectral,Características completas,-0.13250233094922126
Bearing,preprocess_Reading155.dat,Temporal + espectral,Características completas,-0.01582759412487649
Bearing,preprocess_Reading156.dat,Temporal + espectral,Características completas,-0.1272744791850801
Bearing,preprocess_Reading157.dat,Temporal + espectral,Características completas,0.1334778961220671
Bearing,preprocess_Reading158.dat,Temporal + espectral,Características completas,0.17460634415384166
Bearing,preprocess_Reading159.dat,Temporal + espectral,Características completas,0.09944212408509315
Bearing,preprocess_Reading160.dat,Temporal + espectral,Características completas,-0.02427822407837056
Bearing,preprocess_Reading161.dat,Temporal + espectral,Características completas,0.12639036024731964
Bearing,preprocess_Reading162.dat,Temporal + espectral,Características completas,-0.00784152790047256
Bearing,preprocess_Reading163.dat,Temporal + espectral,Características completas,-0.1690306691764512
Bearing,preprocess_Reading164.dat,Temporal + espectral,Características completas,-0.06263559637760999
Bearing,preprocess_Reading165.dat,Temporal + espectral,Características completas,0.015118939187457893
Bearing,preprocess_Reading166.dat,Temporal + espectral,Características completas,-0.17296410402369397
Bearing,preprocess_Reading167.dat,Temporal + espectral,Características completas,0.19184914284117816
Bearing,preprocess_Reading168.dat,Temporal + espectral,Características completas,-0.007661366162097567
Bearing,preprocess_Reading169.dat,Temporal + espectral,Características completas,0.2537153293554858
Bearing,preprocess_Reading170.dat,Temporal + espectral,Características completas,0.12607174107600508
Bearing,preprocess_Reading171.dat,Temporal + espectral,Características completas,0.08552571328717477
Bearing,preprocess_Reading172.dat,Temporal + espectral,Características completas,0.12341690305043948
Bearing,preprocess_Reading173.dat,Temporal + espectral,Características completas,0.01349017216089484
Bearing,preprocess_Reading174.dat,Temporal + espectral,Características completas,0.2569246853498227
Bearing,preprocess_Reading175.dat,Temporal + espectral,Características completas,0.24149602567421688
Bearing,preprocess_Reading176.dat,Temporal + espectral,Características completas,0.21813306549542694
Bearing,preprocess_Reading177.dat,Temporal + espectral,Características completas,0.05053880628402944
Bearing,preprocess_Reading178.dat,Temporal + espectral,Características completas,0.2757962377379698
Bearing,preprocess_Reading179.dat,Temporal + espectral,Características completas,0.17012444618970413
Bearing,preprocess_Reading180.dat,Temporal + espectral,Características completas,0.23824946438782293
Bearing,preprocess_Reading181.dat,Temporal + espectral,Características completas,0.2889184696141153
Bearing,preprocess_Reading182.dat,Temporal + espectral,Características completas,0.09494084635903348
Bearing,preprocess_Reading183.dat,Temporal + espectral,Características completas,0.2764007329125973
Bearing,preprocess_Reading184.dat,Temporal + espectral,Características completas,0.26523999338292226
Bearing,preprocess_Reading185.dat,Temporal + espectral,Características completas,0.2816172315283262
Bearing,preprocess_Reading186.dat,Temporal + espectral,Características completas,0.09222608453063653
Bearing,preprocess_Reading187.dat,Temporal + espectral,Características completas,0.12769482206553906
Bearing,preprocess_Reading188.dat,Temporal + espectral,Características completas,0.09945119401705695
Bearing,preprocess_Reading189.dat,Temporal + espectral,Características completas,0.11154791950341143
Bearing,preprocess_Reading190.dat,Temporal + espectral,Características completas,-0.21789416580446466
Bearing,preprocess_Reading191.dat,Temporal + espectral,Características completas,-0.07603520263662054
Bearing,preprocess_Reading192.dat,Temporal + espectral,Características completas,0.23672119010423961
Bearing,preprocess_Reading193.dat,Temporal + espectral,Características completas,0.1471052768822046
Bearing,preprocess_Reading194.dat,Temporal + espectral,Características completas,-0.038547368117189354
Bearing,preprocess_Reading195.dat,Temporal + espectral,Características completas,0.011347847691917236
Bearing,preprocess_Reading196.dat,Temporal + espectral,Características completas,-0.1376479432624028
Bearing,preprocess_Reading197.dat,Temporal + espectral,Características completas,-0.12078852667045133
Bearing,preprocess_Reading198.dat,Temporal + espectral,Características completas,-0.0690380349985333
Bearing,preprocess_Reading199.dat,Temporal + espectral,Características completas,-0.0606203192811807
Bearing,preprocess_Reading200.dat,Temporal + espectral,Características completas,-0.05350495509326091
Bearing,preprocess_Reading201.dat,Temporal + espectral,Características completas,0.1112811606630626
Bearing,preprocess_Reading202.dat,Temporal + espectral,Características completas,-0.10772619542707473
Bearing,preprocess_Reading203.dat,Temporal + espectral,Características completas,0.2550925164216845
Bearing,preprocess_Reading204.dat,Temporal + espectral,Características completas,0.12597639131937446
Bearing,preprocess_Reading205.dat,Temporal + espectral,Características completas,-0.21671681276915689
Bearing,preprocess_Reading206.dat,Temporal + espectral,Características completas,0.0765595333963739
Bearing,preprocess_Reading207.dat,Temporal + espectral,Características completas,-0.024998272616849275
Bearing,preprocess_Reading208.dat,Temporal + espectral,Características completas,0.28976530374017245
Bearing,preprocess_Reading209.dat,Temporal + espectral,Características completas,0.2659275029298918
Bearing,preprocess_Reading210.dat,Temporal + espectral,Características completas,0.24618781378472238
Bearing,preprocess_Reading211.dat,Temporal + espectral,Características completas,0.04686820805587455
Bearing,preprocess_Reading212.dat,Temporal + espectral,Características completas,-0.15287890039002647
Bearing,preprocess_Reading213.dat,Temporal + espectral,Características completas,0.1216079167894933
Bearing,preprocess_Reading214.dat,Temporal + espectral,Características completas,0.2932732760076943
Bearing,preprocess_Reading215.dat,Temporal + espectral,Características completas,0.30274676654762456
Bearing,preprocess_Reading216.dat,Temporal + espectral,Características completas,-0.14902131571011562
Bearing,preprocess_Reading217.dat,Temporal + espectral,Características completas,0.013849576997740858
Bearing,preprocess_Reading218.dat,Temporal + espectral,Características completas,-0.28418576737763657
Bearing,preprocess_Reading219.dat,Temporal + espectral,Características completas,0.23829480315794102
Bearing,preprocess_Reading220.dat,Temporal + espectral,Características completas,-0.13959792933393322
